Geo type,Geography,Year,Category,Value
District,Springfield,2021-01,Children,392
District,St Albans,2021-01,Children,790
District,St Johnsbury,2021-01,Children,518
District,White River Junction,2021-01,Children,504
State,Vermont,2021-04,Women,2162
District,Barre,2021-04,Women,193
District,Bennington,2021-04,Women,136
District,Brattleboro,2021-04,Women,94
District,Burlington,2021-04,Women,457
District,Middlebury,2021-04,Women,136
District,Morrisville,2021-04,Women,121
District,Newport,2021-04,Women,160
District,Rutland,2021-04,Women,242
District,Springfield,2021-04,Women,109
District,St Albans,2021-04,Women,235
District,St Johnsbury,2021-04,Women,144
District,White River Junction,2021-04,Women,135
State,Vermont,2021-04,Infants,1913
District,Barre,2021-04,Infants,165
District,Bennington,2021-04,Infants,150
District,Brattleboro,2021-04,Infants,87
District,Burlington,2021-04,Infants,373
District,Middlebury,2021-04,Infants,107
District,Morrisville,2021-04,Infants,101
District,Newport,2021-04,Infants,144
District,Rutland,2021-04,Infants,241
District,Springfield,2021-04,Infants,97
District,St Albans,2021-04,Infants,201
District,St Johnsbury,2021-04,Infants,130
District,White River Junction,2021-04,Infants,117
State,Vermont,2021-04,Children,7362
District,Barre,2021-04,Children,655
District,Bennington,2021-04,Children,478
District,Brattleboro,2021-04,Children,407
District,Burlington,2021-04,Children,1455
District,Middlebury,2021-04,Children,451
District,Morrisville,2021-04,Children,481
District,Newport,2021-04,Children,467
District,Rutland,2021-04,Children,720
District,Springfield,2021-04,Children,395
District,St Albans,2021-04,Children,824
District,St Johnsbury,2021-04,Children,528
District,White River Junction,2021-04,Children,501
State,Vermont,2021-07,Women,2099
District,Barre,2021-07,Women,179
District,Bennington,2021-07,Women,124
District,Brattleboro,2021-07,Women,108
District,Burlington,2021-07,Women,457
District,Middlebury,2021-07,Women,135
District,Morrisville,2021-07,Women,121
District,Newport,2021-07,Women,137
District,Rutland,2021-07,Women,232
District,Springfield,2021-07,Women,114
District,St Albans,2021-07,Women,227
District,St Johnsbury,2021-07,Women,136
District,White River Junction,2021-07,Women,129
State,Vermont,2021-07,Infants,1889
District,Barre,2021-07,Infants,158
District,Bennington,2021-07,Infants,131
District,Brattleboro,2021-07,Infants,96
District,Burlington,2021-07,Infants,376
District,Middlebury,2021-07,Infants,103
District,Morrisville,2021-07,Infants,99
District,Newport,2021-07,Infants,145
District,Rutland,2021-07,Infants,224
District,Springfield,2021-07,Infants,106
District,St Albans,2021-07,Infants,212
District,St Johnsbury,2021-07,Infants,118
District,White River Junction,2021-07,Infants,121
State,Vermont,2021-07,Children,7209
State,Barre,2021-07,Children,646
State,Bennington,2021-07,Children,493
State,Brattleboro,2021-07,Children,387
State,Burlington,2021-07,Children,1401
State,Middlebury,2021-07,Children,468
State,Morrisville,2021-07,Children,457
State,Newport,2021-07,Children,454
State,Rutland,2021-07,Children,718
State,Springfield,2021-07,Children,397
State,St Albans,2021-07,Children,782
State,St Johnsbury,2021-07,Children,530
State,White River Junction,2021-07,Children,476
State,Vermont,2021-10,Women,2118
District,Barre,2021-10,Women,189
District,Bennington,2021-10,Women,112
District,Brattleboro,2021-10,Women,113
District,Burlington,2021-10,Women,267
District,Middlebury,2021-10,Women,131
District,Morrisville,2021-10,Women,121
District,Newport,2021-10,Women,131
District,Rutland,2021-10,Women,229
District,Springfield,2021-10,Women,121
District,St Albans,2021-10,Women,238
District,St Johnsbury,2021-10,Women,129
District,White River Junction,2021-10,Women,137
State,Vermont,2021-10,Infants,1863
District,Barre,2021-10,Infants,157
District,Bennington,2021-10,Infants,118
District,Brattleboro,2021-10,Infants,99
District,Burlington,2021-10,Infants,358
District,Middlebury,2021-10,Infants,125
District,Morrisville,2021-10,Infants,99
District,Newport,2021-10,Infants,136
District,Rutland,2021-10,Infants,214
District,Springfield,2021-10,Infants,104
District,St Albans,2021-10,Infants,215
District,St Johnsbury,2021-10,Infants,119
District,White River Junction,2021-10,Infants,119
State,Vermont,2021-10,Children,7158
District,Barre,2021-10,Children,620
District,Bennington,2021-10,Children,481
District,Brattleboro,2021-10,Children,371
District,Burlington,2021-10,Children,1411
District,Middlebury,2021-10,Children,481
District,Morrisville,2021-10,Children,466
District,Newport,2021-10,Children,450
District,Rutland,2021-10,Children,723
District,Springfield,2021-10,Children,399
District,St Albans,2021-10,Children,774
District,St Johnsbury,2021-10,Children,520
District,White River Junction,2021-10,Children,462
State,Vermont,2022-01,Women,2164
District,Barre,2022-01,Women,184
District,Bennington,2022-01,Women,135
District,Brattleboro,2022-01,Women,116
District,Burlington,2022-01,Women,452
District,Middlebury,2022-01,Women,122
District,Morrisville,2022-01,Women,133
District,Newport,2022-01,Women,136
District,Rutland,2022-01,Women,237
District,Springfield,2022-01,Women,123
District,St Albans,2022-01,Women,250
District,St Johnsbury,2022-01,Women,137
District,White River Junction,2022-01,Women,139
State,Vermont,2022-01,Infants,1923
District,Barre,2022-01,Infants,166
District,Bennington,2022-01,Infants,108
District,Brattleboro,2022-01,Infants,108
District,Burlington,2022-01,Infants,388
District,Middlebury,2022-01,Infants,119
District,Morrisville,2022-01,Infants,100
District,Newport,2022-01,Infants,128
District,Rutland,2022-01,Infants,228
District,Springfield,2022-01,Infants,110
District,St Albans,2022-01,Infants,228
District,St Johnsbury,2022-01,Infants,119
District,White River Junction,2022-01,Infants,121
State,Vermont,2022-01,Children,7136
District,Barre,2022-01,Children,608
District,Bennington,2022-01,Children,458
District,Brattleboro,2022-01,Children,369
District,Burlington,2022-01,Children,1392
District,Middlebury,2022-01,Children,488
District,Morrisville,2022-01,Children,462
District,Newport,2022-01,Children,472
District,Rutland,2022-01,Children,733
District,Springfield,2022-01,Children,398
District,St Albans,2022-01,Children,779
District,St Johnsbury,2022-01,Children,512
District,White River Junction,2022-01,Children,465
State,Vermont,2022-04,Women,2158
District,Barre,2022-04,Women,179
District,Bennington,2022-04,Women,142
District,Brattleboro,2022-04,Women,125
District,Burlington,2022-04,Women,457
District,Middlebury,2022-04,Women,123
District,Morrisville,2022-04,Women,133
District,Newport,2022-04,Women,139
District,Rutland,2022-04,Women,249
District,Springfield,2022-04,Women,113
District,St Albans,2022-04,Women,226
District,St Johnsbury,2022-04,Women,135
District,White River Junction,2022-04,Women,137
State,Vermont,2022-04,Infants,1950
District,Barre,2022-04,Infants,174
District,Bennington,2022-04,Infants,120
District,Brattleboro,2022-04,Infants,108
District,Burlington,2022-04,Infants,383
District,Middlebury,2022-04,Infants,111
District,Morrisville,2022-04,Infants,102
District,Newport,2022-04,Infants,130
District,Rutland,2022-04,Infants,229
District,Springfield,2022-04,Infants,119
District,St Albans,2022-04,Infants,231
District,St Johnsbury,2022-04,Infants,120
District,White River Junction,2022-04,Infants,123
State,Vermont,2022-04,Children,7092
District,Barre,2022-04,Children,609
District,Bennington,2022-04,Children,463
District,Brattleboro,2022-04,Children,383
District,Burlington,2022-04,Children,1413
District,Middlebury,2022-04,Children,484
District,Morrisville,2022-04,Children,447
District,Newport,2022-04,Children,471
District,Rutland,2022-04,Children,737
District,Springfield,2022-04,Children,381
District,St Albans,2022-04,Children,739
District,St Johnsbury,2022-04,Children,508
District,White River Junction,2022-04,Children,457
State,Vermont,2022-07,Women,2178
District,Barre,2022-07,Women,170
District,Bennington,2022-07,Women,137
District,Brattleboro,2022-07,Women,127
District,Burlington,2022-07,Women,452
District,Middlebury,2022-07,Women,125
District,Morrisville,2022-07,Women,138
District,Newport,2022-07,Women,141
District,Rutland,2022-07,Women,251
District,Springfield,2022-07,Women,119
District,St Albans,2022-07,Women,244
District,St Johnsbury,2022-07,Women,135
District,White River Junction,2022-07,Women,139
State,Vermont,2022-07,Infants,1923
District,Barre,2022-07,Infants,142
District,Bennington,2022-07,Infants,130
District,Brattleboro,2022-07,Infants,115
District,Burlington,2022-07,Infants,377
District,Middlebury,2022-07,Infants,100
District,Morrisville,2022-07,Infants,107
District,Newport,2022-07,Infants,130
District,Rutland,2022-07,Infants,233
District,Springfield,2022-07,Infants,124
District,St Albans,2022-07,Infants,212
District,St Johnsbury,2022-07,Infants,122
District,White River Junction,2022-07,Infants,122
State,Vermont,2022-07,Children,7134
District,Barre,2022-07,Children,612
District,Bennington,2022-07,Children,443
District,Brattleboro,2022-07,Children,397
District,Burlington,2022-07,Children,1402
District,Middlebury,2022-07,Children,487
District,Morrisville,2022-07,Children,441
District,Newport,2022-07,Children,505
District,Rutland,2022-07,Children,749
District,Springfield,2022-07,Children,384
District,St Albans,2022-07,Children,772
District,St Johnsbury,2022-07,Children,491
District,White River Junction,2022-07,Children,451
State,Vermont,2022-10,Women,2199
District,Barre,2022-10,Women,184
District,Bennington,2022-10,Women,124
District,Brattleboro,2022-10,Women,139
District,Burlington,2022-10,Women,425
District,Middlebury,2022-10,Women,123
District,Morrisville,2022-10,Women,140
District,Newport,2022-10,Women,157
District,Rutland,2022-10,Women,271
District,Springfield,2022-10,Women,112
District,St Albans,2022-10,Women,243
District,St Johnsbury,2022-10,Women,145
District,White River Junction,2022-10,Women,136
State,Vermont,2022-10,Infants,1913
District,Barre,2022-10,Infants,147
