Geo type,Geography ,Category ,Year,Value
Supervisory Union/School District,Southwest Vermont,Math Black,2023,0.214286
Supervisory Union/School District,Southwest Vermont,Math Hispanic,2023,***
Supervisory Union/School District,Southwest Vermont,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Southwest Vermont,Math White,2023,0.13198
Supervisory Union/School District,Springfield SD,English All Students,2023,0.304878
Supervisory Union/School District,Springfield SD,English No Special Ed,2023,0.367647
Supervisory Union/School District,Springfield SD,English Special Ed,2023,0
Supervisory Union/School District,Springfield SD,English ELL,2023,***
Supervisory Union/School District,Springfield SD,English Not ELL,2023,***
Supervisory Union/School District,Springfield SD,English FRL,2023,0.282609
Supervisory Union/School District,Springfield SD,English Not FRL,2023,0.333333
Supervisory Union/School District,Springfield SD,English Foster,2023,0
Supervisory Union/School District,Springfield SD,English Not Foster,2023,0.304878
Supervisory Union/School District,Springfield SD,English Female,2023,0.484848
Supervisory Union/School District,Springfield SD,English Male,2023,0.183673
Supervisory Union/School District,Springfield SD,English Historically Marginalized,2023,0.232143
Supervisory Union/School District,Springfield SD,English Not Historically Marginalized,2023,0.461538
Supervisory Union/School District,Springfield SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Springfield SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Springfield SD,English Migrant,2023,***
Supervisory Union/School District,Springfield SD,English Not Migrant,2023,***
Supervisory Union/School District,Springfield SD,English Military,2023,0
Supervisory Union/School District,Springfield SD,English Not Military,2023,0.304878
Supervisory Union/School District,Springfield SD,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Springfield SD,English Asian,2023,***
Supervisory Union/School District,Springfield SD,English Black,2023,***
Supervisory Union/School District,Springfield SD,English Hispanic,2023,***
Supervisory Union/School District,Springfield SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Springfield SD,English White,2023,0.308642
Supervisory Union/School District,Springfield SD,Math All Students,2023,0.109756
Supervisory Union/School District,Springfield SD,Math No Special Ed,2023,0.132353
Supervisory Union/School District,Springfield SD,Math Special Ed,2023,0
Supervisory Union/School District,Springfield SD,Math ELL,2023,***
Supervisory Union/School District,Springfield SD,Math Not ELL,2023,***
Supervisory Union/School District,Springfield SD,Math FRL,2023,0.108696
Supervisory Union/School District,Springfield SD,Math Not FRL,2023,0.111111
Supervisory Union/School District,Springfield SD,Math Foster,2023,0
Supervisory Union/School District,Springfield SD,Math Not Foster,2023,0.109756
Supervisory Union/School District,Springfield SD,Math Female,2023,0.121212
Supervisory Union/School District,Springfield SD,Math Male,2023,0.102041
Supervisory Union/School District,Springfield SD,Math Historically Marginalized,2023,0.089286
Supervisory Union/School District,Springfield SD,Math Not Historically Marginalized,2023,0.153846
Supervisory Union/School District,Springfield SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Springfield SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Springfield SD,Math Migrant,2023,***
Supervisory Union/School District,Springfield SD,Math Not Migrant,2023,***
Supervisory Union/School District,Springfield SD,Math Military,2023,0
Supervisory Union/School District,Springfield SD,Math Not Military,2023,0.109756
Supervisory Union/School District,Springfield SD,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Springfield SD,Math Asian,2023,***
Supervisory Union/School District,Springfield SD,Math Black,2023,***
Supervisory Union/School District,Springfield SD,Math Hispanic,2023,***
Supervisory Union/School District,Springfield SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Springfield SD,Math White,2023,0.111111
Supervisory Union/School District,St Johnsbury SD,English All Students,2023,0.45283
Supervisory Union/School District,St Johnsbury SD,English No Special Ed,2023,0.636364
Supervisory Union/School District,St Johnsbury SD,English Special Ed,2023,0.15
Supervisory Union/School District,St Johnsbury SD,English ELL,2023,0
Supervisory Union/School District,St Johnsbury SD,English Not ELL,2023,0.45283
Supervisory Union/School District,St Johnsbury SD,English FRL,2023,***
Supervisory Union/School District,St Johnsbury SD,English Not FRL,2023,***
Supervisory Union/School District,St Johnsbury SD,English Foster,2023,***
Supervisory Union/School District,St Johnsbury SD,English Not Foster,2023,***
Supervisory Union/School District,St Johnsbury SD,English Female,2023,0.576923
Supervisory Union/School District,St Johnsbury SD,English Male,2023,0.333333
Supervisory Union/School District,St Johnsbury SD,English Historically Marginalized,2023,***
Supervisory Union/School District,St Johnsbury SD,English Not Historically Marginalized,2023,***
Supervisory Union/School District,St Johnsbury SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,St Johnsbury SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,St Johnsbury SD,English Migrant,2023,0
Supervisory Union/School District,St Johnsbury SD,English Not Migrant,2023,0.45283
Supervisory Union/School District,St Johnsbury SD,English Military,2023,0
Supervisory Union/School District,St Johnsbury SD,English Not Military,2023,0.45283
Supervisory Union/School District,St Johnsbury SD,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,St Johnsbury SD,English Asian,2023,***
Supervisory Union/School District,St Johnsbury SD,English Black,2023,***
Supervisory Union/School District,St Johnsbury SD,English Hispanic,2023,***
Supervisory Union/School District,St Johnsbury SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,St Johnsbury SD,English White,2023,0.45098
Supervisory Union/School District,St Johnsbury SD,Math All Students,2023,0.264151
Supervisory Union/School District,St Johnsbury SD,Math No Special Ed,2023,0.424242
Supervisory Union/School District,St Johnsbury SD,Math Special Ed,2023,0
Supervisory Union/School District,St Johnsbury SD,Math ELL,2023,0
Supervisory Union/School District,St Johnsbury SD,Math Not ELL,2023,0.264151
Supervisory Union/School District,St Johnsbury SD,Math FRL,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Not FRL,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Foster,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Not Foster,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Female,2023,0.192308
Supervisory Union/School District,St Johnsbury SD,Math Male,2023,0.333333
Supervisory Union/School District,St Johnsbury SD,Math Historically Marginalized,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,St Johnsbury SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Migrant,2023,0
Supervisory Union/School District,St Johnsbury SD,Math Not Migrant,2023,0.264151
Supervisory Union/School District,St Johnsbury SD,Math Military,2023,0
Supervisory Union/School District,St Johnsbury SD,Math Not Military,2023,0.264151
Supervisory Union/School District,St Johnsbury SD,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,St Johnsbury SD,Math Asian,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Black,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Hispanic,2023,***
Supervisory Union/School District,St Johnsbury SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,St Johnsbury SD,Math White,2023,0.254902
Supervisory Union/School District,Two Rivers SU,English All Students,2023,0.530303
Supervisory Union/School District,Two Rivers SU,English No Special Ed,2023,0.603774
Supervisory Union/School District,Two Rivers SU,English Special Ed,2023,0.230769
Supervisory Union/School District,Two Rivers SU,English ELL,2023,0
Supervisory Union/School District,Two Rivers SU,English Not ELL,2023,0.530303
Supervisory Union/School District,Two Rivers SU,English FRL,2023,0.37037
Supervisory Union/School District,Two Rivers SU,English Not FRL,2023,0.641026
Supervisory Union/School District,Two Rivers SU,English Foster,2023,0
Supervisory Union/School District,Two Rivers SU,English Not Foster,2023,0.530303
Supervisory Union/School District,Two Rivers SU,English Female,2023,0.642857
Supervisory Union/School District,Two Rivers SU,English Male,2023,0.447368
Supervisory Union/School District,Two Rivers SU,English Historically Marginalized,2023,0.4
Supervisory Union/School District,Two Rivers SU,English Not Historically Marginalized,2023,0.677419
Supervisory Union/School District,Two Rivers SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Two Rivers SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Two Rivers SU,English Migrant,2023,0
Supervisory Union/School District,Two Rivers SU,English Not Migrant,2023,0.530303
Supervisory Union/School District,Two Rivers SU,English Military,2023,0
Supervisory Union/School District,Two Rivers SU,English Not Military,2023,0.530303
Supervisory Union/School District,Two Rivers SU,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Two Rivers SU,English Asian,2023,0
Supervisory Union/School District,Two Rivers SU,English Black,2023,***
Supervisory Union/School District,Two Rivers SU,English Hispanic,2023,***
Supervisory Union/School District,Two Rivers SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Two Rivers SU,English White,2023,0.538462
Supervisory Union/School District,Two Rivers SU,Math All Students,2023,0.363636
Supervisory Union/School District,Two Rivers SU,Math No Special Ed,2023,0.433962
Supervisory Union/School District,Two Rivers SU,Math Special Ed,2023,0.076923
Supervisory Union/School District,Two Rivers SU,Math ELL,2023,0
Supervisory Union/School District,Two Rivers SU,Math Not ELL,2023,0.363636
Supervisory Union/School District,Two Rivers SU,Math FRL,2023,0.259259
Supervisory Union/School District,Two Rivers SU,Math Not FRL,2023,0.435897
Supervisory Union/School District,Two Rivers SU,Math Foster,2023,0
Supervisory Union/School District,Two Rivers SU,Math Not Foster,2023,0.363636
Supervisory Union/School District,Two Rivers SU,Math Female,2023,0.285714
Supervisory Union/School District,Two Rivers SU,Math Male,2023,0.421053
Supervisory Union/School District,Two Rivers SU,Math Historically Marginalized,2023,0.257143
Supervisory Union/School District,Two Rivers SU,Math Not Historically Marginalized,2023,0.483871
Supervisory Union/School District,Two Rivers SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Two Rivers SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Two Rivers SU,Math Migrant,2023,0
Supervisory Union/School District,Two Rivers SU,Math Not Migrant,2023,0.363636
Supervisory Union/School District,Two Rivers SU,Math Military,2023,0
Supervisory Union/School District,Two Rivers SU,Math Not Military,2023,0.363636
Supervisory Union/School District,Two Rivers SU,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Two Rivers SU,Math Asian,2023,0
Supervisory Union/School District,Two Rivers SU,Math Black,2023,***
Supervisory Union/School District,Two Rivers SU,Math Hispanic,2023,***
Supervisory Union/School District,Two Rivers SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Two Rivers SU,Math White,2023,0.369231
Supervisory Union/School District,Washington Central SU,English All Students,2023,0.632911
Supervisory Union/School District,Washington Central SU,English No Special Ed,2023,0.813559
Supervisory Union/School District,Washington Central SU,English Special Ed,2023,0.1
Supervisory Union/School District,Washington Central SU,English ELL,2023,***
Supervisory Union/School District,Washington Central SU,English Not ELL,2023,***
Supervisory Union/School District,Washington Central SU,English FRL,2023,0.347826
Supervisory Union/School District,Washington Central SU,English Not FRL,2023,0.75
Supervisory Union/School District,Washington Central SU,English Foster,2023,0
Supervisory Union/School District,Washington Central SU,English Not Foster,2023,0.632911
Supervisory Union/School District,Washington Central SU,English Female,2023,0.65625
Supervisory Union/School District,Washington Central SU,English Male,2023,0.617021
Supervisory Union/School District,Washington Central SU,English Historically Marginalized,2023,0.390244
Supervisory Union/School District,Washington Central SU,English Not Historically Marginalized,2023,0.894737
Supervisory Union/School District,Washington Central SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Washington Central SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Washington Central SU,English Migrant,2023,0
Supervisory Union/School District,Washington Central SU,English Not Migrant,2023,0.632911
Supervisory Union/School District,Washington Central SU,English Military,2023,***
Supervisory Union/School District,Washington Central SU,English Not Military,2023,***
Supervisory Union/School District,Washington Central SU,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Washington Central SU,English Asian,2023,***
Supervisory Union/School District,Washington Central SU,English Black,2023,***
Supervisory Union/School District,Washington Central SU,English Hispanic,2023,***
Supervisory Union/School District,Washington Central SU,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Washington Central SU,English White,2023,0.628205
Supervisory Union/School District,Washington Central SU,Math All Students,2023,0.468354
Supervisory Union/School District,Washington Central SU,Math No Special Ed,2023,0.627119
Supervisory Union/School District,Washington Central SU,Math Special Ed,2023,0
Supervisory Union/School District,Washington Central SU,Math ELL,2023,***
Supervisory Union/School District,Washington Central SU,Math Not ELL,2023,***
Supervisory Union/School District,Washington Central SU,Math FRL,2023,0.217391
Supervisory Union/School District,Washington Central SU,Math Not FRL,2023,0.571429
Supervisory Union/School District,Washington Central SU,Math Foster,2023,0
Supervisory Union/School District,Washington Central SU,Math Not Foster,2023,0.468354
Supervisory Union/School District,Washington Central SU,Math Female,2023,0.5
Supervisory Union/School District,Washington Central SU,Math Male,2023,0.446809
Supervisory Union/School District,Washington Central SU,Math Historically Marginalized,2023,0.219512
Supervisory Union/School District,Washington Central SU,Math Not Historically Marginalized,2023,0.736842
Supervisory Union/School District,Washington Central SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Washington Central SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Washington Central SU,Math Migrant,2023,0
Supervisory Union/School District,Washington Central SU,Math Not Migrant,2023,0.468354
Supervisory Union/School District,Washington Central SU,Math Military,2023,***
Supervisory Union/School District,Washington Central SU,Math Not Military,2023,***
Supervisory Union/School District,Washington Central SU,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Washington Central SU,Math Asian,2023,***
Supervisory Union/School District,Washington Central SU,Math Black,2023,***
Supervisory Union/School District,Washington Central SU,Math Hispanic,2023,***
Supervisory Union/School District,Washington Central SU,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Washington Central SU,Math White,2023,0.461538
Supervisory Union/School District,White River Central SU,English All Students,2023,0.537037
Supervisory Union/School District,White River Central SU,English No Special Ed,2023,0.639535
Supervisory Union/School District,White River Central SU,English Special Ed,2023,0.136364
Supervisory Union/School District,White River Central SU,English ELL,2023,0
Supervisory Union/School District,White River Central SU,English Not ELL,2023,0.537037
Supervisory Union/School District,White River Central SU,English FRL,2023,0.433962
Supervisory Union/School District,White River Central SU,English Not FRL,2023,0.636364
Supervisory Union/School District,White River Central SU,English Foster,2023,***
Supervisory Union/School District,White River Central SU,English Not Foster,2023,***
Supervisory Union/School District,White River Central SU,English Female,2023,0.578947
Supervisory Union/School District,White River Central SU,English Male,2023,0.490196
Supervisory Union/School District,White River Central SU,English Historically Marginalized,2023,0.396825
Supervisory Union/School District,White River Central SU,English Not Historically Marginalized,2023,0.733333
Supervisory Union/School District,White River Central SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,White River Central SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,White River Central SU,English Migrant,2023,0
Supervisory Union/School District,White River Central SU,English Not Migrant,2023,0.537037
Supervisory Union/School District,White River Central SU,English Military,2023,0
Supervisory Union/School District,White River Central SU,English Not Military,2023,0.537037
Supervisory Union/School District,White River Central SU,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,White River Central SU,English Asian,2023,***
Supervisory Union/School District,White River Central SU,English Black,2023,***
Supervisory Union/School District,White River Central SU,English Hispanic,2023,0
Supervisory Union/School District,White River Central SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,White River Central SU,English White,2023,0.542056
Supervisory Union/School District,White River Central SU,Math All Students,2023,0.407407
Supervisory Union/School District,White River Central SU,Math No Special Ed,2023,0.488372
Supervisory Union/School District,White River Central SU,Math Special Ed,2023,0.090909
Supervisory Union/School District,White River Central SU,Math ELL,2023,0
Supervisory Union/School District,White River Central SU,Math Not ELL,2023,0.407407
Supervisory Union/School District,White River Central SU,Math FRL,2023,0.320755
Supervisory Union/School District,White River Central SU,Math Not FRL,2023,0.490909
Supervisory Union/School District,White River Central SU,Math Foster,2023,***
Supervisory Union/School District,White River Central SU,Math Not Foster,2023,***
Supervisory Union/School District,White River Central SU,Math Female,2023,0.385965
Supervisory Union/School District,White River Central SU,Math Male,2023,0.431373
Supervisory Union/School District,White River Central SU,Math Historically Marginalized,2023,0.301587
Supervisory Union/School District,White River Central SU,Math Not Historically Marginalized,2023,0.555556
Supervisory Union/School District,White River Central SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,White River Central SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,White River Central SU,Math Migrant,2023,0
Supervisory Union/School District,White River Central SU,Math Not Migrant,2023,0.407407
Supervisory Union/School District,White River Central SU,Math Military,2023,0
Supervisory Union/School District,White River Central SU,Math Not Military,2023,0.407407
Supervisory Union/School District,White River Central SU,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,White River Central SU,Math Asian,2023,***
Supervisory Union/School District,White River Central SU,Math Black,2023,***
Supervisory Union/School District,White River Central SU,Math Hispanic,2023,0
Supervisory Union/School District,White River Central SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,White River Central SU,Math White,2023,0.411215
Supervisory Union/School District,Windham Central,English All Students,2023,***
Supervisory Union/School District,Windham Central,English No Special Ed,2023,***
Supervisory Union/School District,Windham Central,English Special Ed,2023,***
Supervisory Union/School District,Windham Central,English ELL,2023,0
Supervisory Union/School District,Windham Central,English Not ELL,2023,***
Supervisory Union/School District,Windham Central,English FRL,2023,***
Supervisory Union/School District,Windham Central,English Not FRL,2023,***
Supervisory Union/School District,Windham Central,English Foster,2023,***
Supervisory Union/School District,Windham Central,English Not Foster,2023,***
Supervisory Union/School District,Windham Central,English Female,2023,***
Supervisory Union/School District,Windham Central,English Male,2023,***
Supervisory Union/School District,Windham Central,English Historically Marginalized,2023,0.37931
Supervisory Union/School District,Windham Central,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Windham Central,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Windham Central,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Central,English Migrant,2023,0
Supervisory Union/School District,Windham Central,English Not Migrant,2023,***
Supervisory Union/School District,Windham Central,English Military,2023,0
Supervisory Union/School District,Windham Central,English Not Military,2023,***
Supervisory Union/School District,Windham Central,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Windham Central,English Asian,2023,0
Supervisory Union/School District,Windham Central,English Black,2023,***
Supervisory Union/School District,Windham Central,English Hispanic,2023,***
Supervisory Union/School District,Windham Central,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Windham Central,English White,2023,***
Supervisory Union/School District,Windham Central,Math All Students,2023,***
Supervisory Union/School District,Windham Central,Math No Special Ed,2023,***
Supervisory Union/School District,Windham Central,Math Special Ed,2023,***
Supervisory Union/School District,Windham Central,Math ELL,2023,0
Supervisory Union/School District,Windham Central,Math Not ELL,2023,***
Supervisory Union/School District,Windham Central,Math FRL,2023,***
Supervisory Union/School District,Windham Central,Math Not FRL,2023,***
Supervisory Union/School District,Windham Central,Math Foster,2023,***
Supervisory Union/School District,Windham Central,Math Not Foster,2023,***
Supervisory Union/School District,Windham Central,Math Female,2023,***
Supervisory Union/School District,Windham Central,Math Male,2023,***
Supervisory Union/School District,Windham Central,Math Historically Marginalized,2023,0.275862
Supervisory Union/School District,Windham Central,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Windham Central,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Windham Central,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Central,Math Migrant,2023,0
Supervisory Union/School District,Windham Central,Math Not Migrant,2023,***
Supervisory Union/School District,Windham Central,Math Military,2023,0
Supervisory Union/School District,Windham Central,Math Not Military,2023,***
Supervisory Union/School District,Windham Central,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Windham Central,Math Asian,2023,0
Supervisory Union/School District,Windham Central,Math Black,2023,***
Supervisory Union/School District,Windham Central,Math Hispanic,2023,***
Supervisory Union/School District,Windham Central,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Windham Central,Math White,2023,***
Supervisory Union/School District,Windham Northeast,English All Students,2023,***
Supervisory Union/School District,Windham Northeast,English No Special Ed,2023,0.38
Supervisory Union/School District,Windham Northeast,English Special Ed,2023,***
Supervisory Union/School District,Windham Northeast,English ELL,2023,0
Supervisory Union/School District,Windham Northeast,English Not ELL,2023,***
Supervisory Union/School District,Windham Northeast,English FRL,2023,0.333333
Supervisory Union/School District,Windham Northeast,English Not FRL,2023,***
Supervisory Union/School District,Windham Northeast,English Foster,2023,***
Supervisory Union/School District,Windham Northeast,English Not Foster,2023,***
Supervisory Union/School District,Windham Northeast,English Female,2023,***
Supervisory Union/School District,Windham Northeast,English Male,2023,0.212121
Supervisory Union/School District,Windham Northeast,English Historically Marginalized,2023,0.297872
Supervisory Union/School District,Windham Northeast,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Windham Northeast,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Northeast,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Northeast,English Migrant,2023,0
Supervisory Union/School District,Windham Northeast,English Not Migrant,2023,***
Supervisory Union/School District,Windham Northeast,English Military,2023,0
Supervisory Union/School District,Windham Northeast,English Not Military,2023,***
Supervisory Union/School District,Windham Northeast,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Windham Northeast,English Asian,2023,0
Supervisory Union/School District,Windham Northeast,English Black,2023,***
Supervisory Union/School District,Windham Northeast,English Hispanic,2023,***
Supervisory Union/School District,Windham Northeast,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Windham Northeast,English White,2023,0.296875
Supervisory Union/School District,Windham Northeast,Math All Students,2023,***
Supervisory Union/School District,Windham Northeast,Math No Special Ed,2023,0.2
Supervisory Union/School District,Windham Northeast,Math Special Ed,2023,***
Supervisory Union/School District,Windham Northeast,Math ELL,2023,0
Supervisory Union/School District,Windham Northeast,Math Not ELL,2023,***
Supervisory Union/School District,Windham Northeast,Math FRL,2023,0.128205
Supervisory Union/School District,Windham Northeast,Math Not FRL,2023,***
Supervisory Union/School District,Windham Northeast,Math Foster,2023,***
Supervisory Union/School District,Windham Northeast,Math Not Foster,2023,***
Supervisory Union/School District,Windham Northeast,Math Female,2023,***
Supervisory Union/School District,Windham Northeast,Math Male,2023,***
Supervisory Union/School District,Windham Northeast,Math Historically Marginalized,2023,0.106383
Supervisory Union/School District,Windham Northeast,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Windham Northeast,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Northeast,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Northeast,Math Migrant,2023,0
Supervisory Union/School District,Windham Northeast,Math Not Migrant,2023,***
Supervisory Union/School District,Windham Northeast,Math Military,2023,0
Supervisory Union/School District,Windham Northeast,Math Not Military,2023,***
Supervisory Union/School District,Windham Northeast,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Windham Northeast,Math Asian,2023,0
Supervisory Union/School District,Windham Northeast,Math Black,2023,***
Supervisory Union/School District,Windham Northeast,Math Hispanic,2023,***
Supervisory Union/School District,Windham Northeast,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Windham Northeast,Math White,2023,0.15625
Supervisory Union/School District,Windham Southeast,English All Students,2023,0.475676
Supervisory Union/School District,Windham Southeast,English No Special Ed,2023,0.532895
Supervisory Union/School District,Windham Southeast,English Special Ed,2023,0.212121
Supervisory Union/School District,Windham Southeast,English ELL,2023,***
Supervisory Union/School District,Windham Southeast,English Not ELL,2023,***
Supervisory Union/School District,Windham Southeast,English FRL,2023,0.309524
Supervisory Union/School District,Windham Southeast,English Not FRL,2023,0.613861
Supervisory Union/School District,Windham Southeast,English Foster,2023,***
Supervisory Union/School District,Windham Southeast,English Not Foster,2023,***
Supervisory Union/School District,Windham Southeast,English Female,2023,0.47191
Supervisory Union/School District,Windham Southeast,English Male,2023,0.479167
Supervisory Union/School District,Windham Southeast,English Historically Marginalized,2023,0.357143
Supervisory Union/School District,Windham Southeast,English Not Historically Marginalized,2023,0.657534
Supervisory Union/School District,Windham Southeast,English McKinney Vento Eligible,2023,0.25
Supervisory Union/School District,Windham Southeast,English Not McKinney Vento Eligible,2023,0.491329
Supervisory Union/School District,Windham Southeast,English Migrant,2023,0
Supervisory Union/School District,Windham Southeast,English Not Migrant,2023,0.475676
Supervisory Union/School District,Windham Southeast,English Military,2023,0
Supervisory Union/School District,Windham Southeast,English Not Military,2023,0.475676
Supervisory Union/School District,Windham Southeast,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Windham Southeast,English Asian,2023,***
Supervisory Union/School District,Windham Southeast,English Black,2023,0.357143
Supervisory Union/School District,Windham Southeast,English Hispanic,2023,0.315789
Supervisory Union/School District,Windham Southeast,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Windham Southeast,English White,2023,0.480226
Supervisory Union/School District,Windham Southeast,Math All Students,2023,0.322404
Supervisory Union/School District,Windham Southeast,Math No Special Ed,2023,0.366667
Supervisory Union/School District,Windham Southeast,Math Special Ed,2023,0.121212
Supervisory Union/School District,Windham Southeast,Math ELL,2023,***
Supervisory Union/School District,Windham Southeast,Math Not ELL,2023,***
Supervisory Union/School District,Windham Southeast,Math FRL,2023,0.182927
Supervisory Union/School District,Windham Southeast,Math Not FRL,2023,0.435644
Supervisory Union/School District,Windham Southeast,Math Foster,2023,***
Supervisory Union/School District,Windham Southeast,Math Not Foster,2023,***
Supervisory Union/School District,Windham Southeast,Math Female,2023,0.292135
Supervisory Union/School District,Windham Southeast,Math Male,2023,0.351064
Supervisory Union/School District,Windham Southeast,Math Historically Marginalized,2023,0.227273
Supervisory Union/School District,Windham Southeast,Math Not Historically Marginalized,2023,0.465753
Supervisory Union/School District,Windham Southeast,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Windham Southeast,Math Not McKinney Vento Eligible,2023,0.343023
Supervisory Union/School District,Windham Southeast,Math Migrant,2023,0
Supervisory Union/School District,Windham Southeast,Math Not Migrant,2023,0.322404
Supervisory Union/School District,Windham Southeast,Math Military,2023,0
Supervisory Union/School District,Windham Southeast,Math Not Military,2023,0.322404
Supervisory Union/School District,Windham Southeast,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Windham Southeast,Math Asian,2023,***
Supervisory Union/School District,Windham Southeast,Math Black,2023,0.357143
Supervisory Union/School District,Windham Southeast,Math Hispanic,2023,0.210526
Supervisory Union/School District,Windham Southeast,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Windham Southeast,Math White,2023,0.331429
Supervisory Union/School District,Windham Southwest,English All Students,2023,0.509804
Supervisory Union/School District,Windham Southwest,English No Special Ed,2023,***
Supervisory Union/School District,Windham Southwest,English Special Ed,2023,***
Supervisory Union/School District,Windham Southwest,English ELL,2023,***
Supervisory Union/School District,Windham Southwest,English Not ELL,2023,***
Supervisory Union/School District,Windham Southwest,English FRL,2023,0.47619
Supervisory Union/School District,Windham Southwest,English Not FRL,2023,0.533333
Supervisory Union/School District,Windham Southwest,English Foster,2023,0
Supervisory Union/School District,Windham Southwest,English Not Foster,2023,0.509804
Supervisory Union/School District,Windham Southwest,English Female,2023,0.571429
Supervisory Union/School District,Windham Southwest,English Male,2023,0.434783
Supervisory Union/School District,Windham Southwest,English Historically Marginalized,2023,0.384615
Supervisory Union/School District,Windham Southwest,English Not Historically Marginalized,2023,0.64
Supervisory Union/School District,Windham Southwest,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Southwest,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Windham Southwest,English Migrant,2023,0
Supervisory Union/School District,Windham Southwest,English Not Migrant,2023,0.509804
Supervisory Union/School District,Windham Southwest,English Military,2023,0
