Geo type,Geography ,Category ,Year,Value
Supervisory Union/School District,Franklin Northeast ,English Special Ed,2023,0.05
Supervisory Union/School District,Franklin Northeast ,English ELL,2023,***
Supervisory Union/School District,Franklin Northeast ,English Not ELL,2023,***
Supervisory Union/School District,Franklin Northeast ,English FRL,2023,0.2
Supervisory Union/School District,Franklin Northeast ,English Not FRL,2023,0.453333
Supervisory Union/School District,Franklin Northeast ,English Foster,2023,***
Supervisory Union/School District,Franklin Northeast ,English Not Foster,2023,***
Supervisory Union/School District,Franklin Northeast ,English Female,2023,0.4
Supervisory Union/School District,Franklin Northeast ,English Male,2023,0.257143
Supervisory Union/School District,Franklin Northeast ,English Historically Marginalized,2023,0.204545
Supervisory Union/School District,Franklin Northeast ,English Not Historically Marginalized,2023,0.526316
Supervisory Union/School District,Franklin Northeast ,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin Northeast ,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin Northeast ,English Migrant,2023,***
Supervisory Union/School District,Franklin Northeast ,English Not Migrant,2023,***
Supervisory Union/School District,Franklin Northeast ,English Military,2023,***
Supervisory Union/School District,Franklin Northeast ,English Not Military,2023,***
Supervisory Union/School District,Franklin Northeast ,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Franklin Northeast ,English Asian,2023,***
Supervisory Union/School District,Franklin Northeast ,English Black,2023,***
Supervisory Union/School District,Franklin Northeast ,English Hispanic,2023,***
Supervisory Union/School District,Franklin Northeast ,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Franklin Northeast ,English White,2023,0.335714
Supervisory Union/School District,Franklin Northeast ,Math All Students,2023,0.275862
Supervisory Union/School District,Franklin Northeast ,Math No Special Ed,2023,0.296
Supervisory Union/School District,Franklin Northeast ,Math Special Ed,2023,0.15
Supervisory Union/School District,Franklin Northeast ,Math ELL,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Not ELL,2023,***
Supervisory Union/School District,Franklin Northeast ,Math FRL,2023,0.185714
Supervisory Union/School District,Franklin Northeast ,Math Not FRL,2023,0.36
Supervisory Union/School District,Franklin Northeast ,Math Foster,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Not Foster,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Female,2023,0.24
Supervisory Union/School District,Franklin Northeast ,Math Male,2023,0.314286
Supervisory Union/School District,Franklin Northeast ,Math Historically Marginalized,2023,0.181818
Supervisory Union/School District,Franklin Northeast ,Math Not Historically Marginalized,2023,0.421053
Supervisory Union/School District,Franklin Northeast ,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Migrant,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Not Migrant,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Military,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Not Military,2023,***
Supervisory Union/School District,Franklin Northeast ,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Asian,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Black,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Hispanic,2023,***
Supervisory Union/School District,Franklin Northeast ,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Franklin Northeast ,Math White,2023,0.278571
Supervisory Union/School District,Franklin West SU,English All Students,2023,0.477419
Supervisory Union/School District,Franklin West SU,English No Special Ed,2023,0.568
Supervisory Union/School District,Franklin West SU,English Special Ed,2023,0.1
Supervisory Union/School District,Franklin West SU,English ELL,2023,0
Supervisory Union/School District,Franklin West SU,English Not ELL,2023,0.477419
Supervisory Union/School District,Franklin West SU,English FRL,2023,0.241379
Supervisory Union/School District,Franklin West SU,English Not FRL,2023,0.531746
Supervisory Union/School District,Franklin West SU,English Foster,2023,0
Supervisory Union/School District,Franklin West SU,English Not Foster,2023,0.477419
Supervisory Union/School District,Franklin West SU,English Female,2023,0.461538
Supervisory Union/School District,Franklin West SU,English Male,2023,0.493506
Supervisory Union/School District,Franklin West SU,English Historically Marginalized,2023,0.25
Supervisory Union/School District,Franklin West SU,English Not Historically Marginalized,2023,0.592233
Supervisory Union/School District,Franklin West SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin West SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin West SU,English Migrant,2023,0
Supervisory Union/School District,Franklin West SU,English Not Migrant,2023,0.477419
Supervisory Union/School District,Franklin West SU,English Military,2023,0
Supervisory Union/School District,Franklin West SU,English Not Military,2023,0.477419
Supervisory Union/School District,Franklin West SU,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Franklin West SU,English Asian,2023,***
Supervisory Union/School District,Franklin West SU,English Black,2023,***
Supervisory Union/School District,Franklin West SU,English Hispanic,2023,***
Supervisory Union/School District,Franklin West SU,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Franklin West SU,English White,2023,0.469799
Supervisory Union/School District,Franklin West SU,Math All Students,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math No Special Ed,2023,0.368
Supervisory Union/School District,Franklin West SU,Math Special Ed,2023,0.129032
Supervisory Union/School District,Franklin West SU,Math ELL,2023,0
Supervisory Union/School District,Franklin West SU,Math Not ELL,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math FRL,2023,0.133333
Supervisory Union/School District,Franklin West SU,Math Not FRL,2023,0.365079
Supervisory Union/School District,Franklin West SU,Math Foster,2023,0
Supervisory Union/School District,Franklin West SU,Math Not Foster,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math Female,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math Male,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math Historically Marginalized,2023,0.188679
Supervisory Union/School District,Franklin West SU,Math Not Historically Marginalized,2023,0.38835
Supervisory Union/School District,Franklin West SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin West SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Franklin West SU,Math Migrant,2023,0
Supervisory Union/School District,Franklin West SU,Math Not Migrant,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math Military,2023,0
Supervisory Union/School District,Franklin West SU,Math Not Military,2023,0.320513
Supervisory Union/School District,Franklin West SU,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Franklin West SU,Math Asian,2023,***
Supervisory Union/School District,Franklin West SU,Math Black,2023,***
Supervisory Union/School District,Franklin West SU,Math Hispanic,2023,***
Supervisory Union/School District,Franklin West SU,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Franklin West SU,Math White,2023,0.313333
Supervisory Union/School District,Grand Isle SU,English All Students,2023,0.416667
Supervisory Union/School District,Grand Isle SU,English No Special Ed,2023,***
Supervisory Union/School District,Grand Isle SU,English Special Ed,2023,***
Supervisory Union/School District,Grand Isle SU,English ELL,2023,0
Supervisory Union/School District,Grand Isle SU,English Not ELL,2023,0.416667
Supervisory Union/School District,Grand Isle SU,English FRL,2023,0.304348
Supervisory Union/School District,Grand Isle SU,English Not FRL,2023,0.486486
Supervisory Union/School District,Grand Isle SU,English Foster,2023,***
Supervisory Union/School District,Grand Isle SU,English Not Foster,2023,***
Supervisory Union/School District,Grand Isle SU,English Female,2023,0.555556
Supervisory Union/School District,Grand Isle SU,English Male,2023,0.208333
Supervisory Union/School District,Grand Isle SU,English Historically Marginalized,2023,0.25
Supervisory Union/School District,Grand Isle SU,English Not Historically Marginalized,2023,0.5625
Supervisory Union/School District,Grand Isle SU,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Grand Isle SU,English Not McKinney Vento Eligible,2023,0.416667
Supervisory Union/School District,Grand Isle SU,English Migrant,2023,0
Supervisory Union/School District,Grand Isle SU,English Not Migrant,2023,0.416667
Supervisory Union/School District,Grand Isle SU,English Military,2023,***
Supervisory Union/School District,Grand Isle SU,English Not Military,2023,***
Supervisory Union/School District,Grand Isle SU,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Grand Isle SU,English Asian,2023,***
Supervisory Union/School District,Grand Isle SU,English Black,2023,***
Supervisory Union/School District,Grand Isle SU,English Hispanic,2023,***
Supervisory Union/School District,Grand Isle SU,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Grand Isle SU,English White,2023,0.431034
Supervisory Union/School District,Grand Isle SU,Math All Students,2023,0.266667
Supervisory Union/School District,Grand Isle SU,Math No Special Ed,2023,***
Supervisory Union/School District,Grand Isle SU,Math Special Ed,2023,***
Supervisory Union/School District,Grand Isle SU,Math ELL,2023,0
Supervisory Union/School District,Grand Isle SU,Math Not ELL,2023,0.266667
Supervisory Union/School District,Grand Isle SU,Math FRL,2023,0.130435
Supervisory Union/School District,Grand Isle SU,Math Not FRL,2023,0.351351
Supervisory Union/School District,Grand Isle SU,Math Foster,2023,***
Supervisory Union/School District,Grand Isle SU,Math Not Foster,2023,***
Supervisory Union/School District,Grand Isle SU,Math Female,2023,0.333333
Supervisory Union/School District,Grand Isle SU,Math Male,2023,0.166667
Supervisory Union/School District,Grand Isle SU,Math Historically Marginalized,2023,0.142857
Supervisory Union/School District,Grand Isle SU,Math Not Historically Marginalized,2023,0.375
Supervisory Union/School District,Grand Isle SU,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Grand Isle SU,Math Not McKinney Vento Eligible,2023,0.266667
Supervisory Union/School District,Grand Isle SU,Math Migrant,2023,0
Supervisory Union/School District,Grand Isle SU,Math Not Migrant,2023,0.266667
Supervisory Union/School District,Grand Isle SU,Math Military,2023,***
Supervisory Union/School District,Grand Isle SU,Math Not Military,2023,***
Supervisory Union/School District,Grand Isle SU,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Grand Isle SU,Math Asian,2023,***
Supervisory Union/School District,Grand Isle SU,Math Black,2023,***
Supervisory Union/School District,Grand Isle SU,Math Hispanic,2023,***
Supervisory Union/School District,Grand Isle SU,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Grand Isle SU,Math White,2023,0.275862
Supervisory Union/School District,Hartford SD,English All Students,2023,***
Supervisory Union/School District,Hartford SD,English No Special Ed,2023,***
Supervisory Union/School District,Hartford SD,English Special Ed,2023,***
Supervisory Union/School District,Hartford SD,English ELL,2023,***
Supervisory Union/School District,Hartford SD,English Not ELL,2023,***
Supervisory Union/School District,Hartford SD,English FRL,2023,***
Supervisory Union/School District,Hartford SD,English Not FRL,2023,0.625
Supervisory Union/School District,Hartford SD,English Foster,2023,0
Supervisory Union/School District,Hartford SD,English Not Foster,2023,***
Supervisory Union/School District,Hartford SD,English Female,2023,***
Supervisory Union/School District,Hartford SD,English Male,2023,0.555556
Supervisory Union/School District,Hartford SD,English Historically Marginalized,2023,***
Supervisory Union/School District,Hartford SD,English Not Historically Marginalized,2023,***
Supervisory Union/School District,Hartford SD,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Hartford SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Hartford SD,English Migrant,2023,0
Supervisory Union/School District,Hartford SD,English Not Migrant,2023,***
Supervisory Union/School District,Hartford SD,English Military,2023,0
Supervisory Union/School District,Hartford SD,English Not Military,2023,***
Supervisory Union/School District,Hartford SD,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Hartford SD,English Asian,2023,***
Supervisory Union/School District,Hartford SD,English Black,2023,***
Supervisory Union/School District,Hartford SD,English Hispanic,2023,***
Supervisory Union/School District,Hartford SD,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Hartford SD,English White,2023,0.573333
Supervisory Union/School District,Hartford SD,Math All Students,2023,***
Supervisory Union/School District,Hartford SD,Math No Special Ed,2023,***
Supervisory Union/School District,Hartford SD,Math Special Ed,2023,***
Supervisory Union/School District,Hartford SD,Math ELL,2023,***
Supervisory Union/School District,Hartford SD,Math Not ELL,2023,***
Supervisory Union/School District,Hartford SD,Math FRL,2023,***
Supervisory Union/School District,Hartford SD,Math Not FRL,2023,0.578947
Supervisory Union/School District,Hartford SD,Math Foster,2023,0
Supervisory Union/School District,Hartford SD,Math Not Foster,2023,***
Supervisory Union/School District,Hartford SD,Math Female,2023,***
Supervisory Union/School District,Hartford SD,Math Male,2023,0.565217
Supervisory Union/School District,Hartford SD,Math Historically Marginalized,2023,***
Supervisory Union/School District,Hartford SD,Math Not Historically Marginalized,2023,***
Supervisory Union/School District,Hartford SD,Math McKinney Vento Eligible,2023,0
Supervisory Union/School District,Hartford SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Hartford SD,Math Migrant,2023,0
Supervisory Union/School District,Hartford SD,Math Not Migrant,2023,***
Supervisory Union/School District,Hartford SD,Math Military,2023,0
Supervisory Union/School District,Hartford SD,Math Not Military,2023,***
Supervisory Union/School District,Hartford SD,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Hartford SD,Math Asian,2023,***
Supervisory Union/School District,Hartford SD,Math Black,2023,***
Supervisory Union/School District,Hartford SD,Math Hispanic,2023,***
Supervisory Union/School District,Hartford SD,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Hartford SD,Math White,2023,0.513158
Supervisory Union/School District,Kingdom East,English All Students,2023,0.418033
Supervisory Union/School District,Kingdom East,English No Special Ed,2023,***
Supervisory Union/School District,Kingdom East,English Special Ed,2023,***
Supervisory Union/School District,Kingdom East,English ELL,2023,***
Supervisory Union/School District,Kingdom East,English Not ELL,2023,***
Supervisory Union/School District,Kingdom East,English FRL,2023,0.264151
Supervisory Union/School District,Kingdom East,English Not FRL,2023,0.536232
Supervisory Union/School District,Kingdom East,English Foster,2023,***
Supervisory Union/School District,Kingdom East,English Not Foster,2023,***
Supervisory Union/School District,Kingdom East,English Female,2023,0.482759
Supervisory Union/School District,Kingdom East,English Male,2023,0.359375
Supervisory Union/School District,Kingdom East,English Historically Marginalized,2023,0.254237
Supervisory Union/School District,Kingdom East,English Not Historically Marginalized,2023,0.571429
Supervisory Union/School District,Kingdom East,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Kingdom East,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Kingdom East,English Migrant,2023,0
Supervisory Union/School District,Kingdom East,English Not Migrant,2023,0.418033
Supervisory Union/School District,Kingdom East,English Military,2023,0
Supervisory Union/School District,Kingdom East,English Not Military,2023,0.418033
Supervisory Union/School District,Kingdom East,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Kingdom East,English Asian,2023,***
Supervisory Union/School District,Kingdom East,English Black,2023,***
Supervisory Union/School District,Kingdom East,English Hispanic,2023,***
Supervisory Union/School District,Kingdom East,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Kingdom East,English White,2023,0.420168
Supervisory Union/School District,Kingdom East,Math All Students,2023,0.319672
Supervisory Union/School District,Kingdom East,Math No Special Ed,2023,***
Supervisory Union/School District,Kingdom East,Math Special Ed,2023,***
Supervisory Union/School District,Kingdom East,Math ELL,2023,***
Supervisory Union/School District,Kingdom East,Math Not ELL,2023,***
Supervisory Union/School District,Kingdom East,Math FRL,2023,0.169811
Supervisory Union/School District,Kingdom East,Math Not FRL,2023,0.434783
Supervisory Union/School District,Kingdom East,Math Foster,2023,***
Supervisory Union/School District,Kingdom East,Math Not Foster,2023,***
Supervisory Union/School District,Kingdom East,Math Female,2023,0.275862
Supervisory Union/School District,Kingdom East,Math Male,2023,0.359375
Supervisory Union/School District,Kingdom East,Math Historically Marginalized,2023,0.169492
Supervisory Union/School District,Kingdom East,Math Not Historically Marginalized,2023,0.460317
Supervisory Union/School District,Kingdom East,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Kingdom East,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Kingdom East,Math Migrant,2023,0
Supervisory Union/School District,Kingdom East,Math Not Migrant,2023,0.319672
Supervisory Union/School District,Kingdom East,Math Military,2023,0
Supervisory Union/School District,Kingdom East,Math Not Military,2023,0.319672
Supervisory Union/School District,Kingdom East,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Kingdom East,Math Asian,2023,***
Supervisory Union/School District,Kingdom East,Math Black,2023,***
Supervisory Union/School District,Kingdom East,Math Hispanic,2023,***
Supervisory Union/School District,Kingdom East,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Kingdom East,Math White,2023,0.319328
Supervisory Union/School District,Lamoille North SU,English All Students,2023,0.338583
Supervisory Union/School District,Lamoille North SU,English No Special Ed,2023,0.386792
Supervisory Union/School District,Lamoille North SU,English Special Ed,2023,0.095238
Supervisory Union/School District,Lamoille North SU,English ELL,2023,***
Supervisory Union/School District,Lamoille North SU,English Not ELL,2023,***
Supervisory Union/School District,Lamoille North SU,English FRL,2023,0.245902
Supervisory Union/School District,Lamoille North SU,English Not FRL,2023,0.424242
Supervisory Union/School District,Lamoille North SU,English Foster,2023,***
Supervisory Union/School District,Lamoille North SU,English Not Foster,2023,***
Supervisory Union/School District,Lamoille North SU,English Female,2023,0.357143
Supervisory Union/School District,Lamoille North SU,English Male,2023,0.323944
Supervisory Union/School District,Lamoille North SU,English Historically Marginalized,2023,0.226667
Supervisory Union/School District,Lamoille North SU,English Not Historically Marginalized,2023,0.5
Supervisory Union/School District,Lamoille North SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille North SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille North SU,English Migrant,2023,0
Supervisory Union/School District,Lamoille North SU,English Not Migrant,2023,0.338583
Supervisory Union/School District,Lamoille North SU,English Military,2023,***
Supervisory Union/School District,Lamoille North SU,English Not Military,2023,***
Supervisory Union/School District,Lamoille North SU,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Lamoille North SU,English Asian,2023,0
Supervisory Union/School District,Lamoille North SU,English Black,2023,***
Supervisory Union/School District,Lamoille North SU,English Hispanic,2023,***
Supervisory Union/School District,Lamoille North SU,English Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Lamoille North SU,English White,2023,0.341463
Supervisory Union/School District,Lamoille North SU,Math All Students,2023,0.267717
Supervisory Union/School District,Lamoille North SU,Math No Special Ed,2023,0.301887
Supervisory Union/School District,Lamoille North SU,Math Special Ed,2023,0.095238
Supervisory Union/School District,Lamoille North SU,Math ELL,2023,***
Supervisory Union/School District,Lamoille North SU,Math Not ELL,2023,***
Supervisory Union/School District,Lamoille North SU,Math FRL,2023,0.213115
Supervisory Union/School District,Lamoille North SU,Math Not FRL,2023,0.318182
Supervisory Union/School District,Lamoille North SU,Math Foster,2023,***
Supervisory Union/School District,Lamoille North SU,Math Not Foster,2023,***
Supervisory Union/School District,Lamoille North SU,Math Female,2023,0.25
Supervisory Union/School District,Lamoille North SU,Math Male,2023,0.28169
Supervisory Union/School District,Lamoille North SU,Math Historically Marginalized,2023,0.2
Supervisory Union/School District,Lamoille North SU,Math Not Historically Marginalized,2023,0.365385
Supervisory Union/School District,Lamoille North SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille North SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille North SU,Math Migrant,2023,0
Supervisory Union/School District,Lamoille North SU,Math Not Migrant,2023,0.267717
Supervisory Union/School District,Lamoille North SU,Math Military,2023,***
Supervisory Union/School District,Lamoille North SU,Math Not Military,2023,***
Supervisory Union/School District,Lamoille North SU,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Lamoille North SU,Math Asian,2023,0
Supervisory Union/School District,Lamoille North SU,Math Black,2023,***
Supervisory Union/School District,Lamoille North SU,Math Hispanic,2023,***
Supervisory Union/School District,Lamoille North SU,Math Native Hawaiian or Pacific Islander,2023,0
Supervisory Union/School District,Lamoille North SU,Math White,2023,0.276423
Supervisory Union/School District,Lamoille South SU,English All Students,2023,0.632653
Supervisory Union/School District,Lamoille South SU,English No Special Ed,2023,0.703704
Supervisory Union/School District,Lamoille South SU,English Special Ed,2023,0.294118
Supervisory Union/School District,Lamoille South SU,English ELL,2023,0
Supervisory Union/School District,Lamoille South SU,English Not ELL,2023,0.632653
Supervisory Union/School District,Lamoille South SU,English FRL,2023,0.555556
Supervisory Union/School District,Lamoille South SU,English Not FRL,2023,0.661972
Supervisory Union/School District,Lamoille South SU,English Foster,2023,***
Supervisory Union/School District,Lamoille South SU,English Not Foster,2023,***
Supervisory Union/School District,Lamoille South SU,English Female,2023,0.652174
Supervisory Union/School District,Lamoille South SU,English Male,2023,0.615385
Supervisory Union/School District,Lamoille South SU,English Historically Marginalized,2023,0.5
Supervisory Union/School District,Lamoille South SU,English Not Historically Marginalized,2023,0.724138
Supervisory Union/School District,Lamoille South SU,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille South SU,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille South SU,English Migrant,2023,0
Supervisory Union/School District,Lamoille South SU,English Not Migrant,2023,0.632653
Supervisory Union/School District,Lamoille South SU,English Military,2023,0
Supervisory Union/School District,Lamoille South SU,English Not Military,2023,0.632653
Supervisory Union/School District,Lamoille South SU,English American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Lamoille South SU,English Asian,2023,0
Supervisory Union/School District,Lamoille South SU,English Black,2023,***
Supervisory Union/School District,Lamoille South SU,English Hispanic,2023,***
Supervisory Union/School District,Lamoille South SU,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Lamoille South SU,English White,2023,0.648936
Supervisory Union/School District,Lamoille South SU,Math All Students,2023,0.520408
Supervisory Union/School District,Lamoille South SU,Math No Special Ed,2023,0.604938
Supervisory Union/School District,Lamoille South SU,Math Special Ed,2023,0.117647
Supervisory Union/School District,Lamoille South SU,Math ELL,2023,0
Supervisory Union/School District,Lamoille South SU,Math Not ELL,2023,0.520408
Supervisory Union/School District,Lamoille South SU,Math FRL,2023,0.333333
Supervisory Union/School District,Lamoille South SU,Math Not FRL,2023,0.591549
Supervisory Union/School District,Lamoille South SU,Math Foster,2023,***
Supervisory Union/School District,Lamoille South SU,Math Not Foster,2023,***
Supervisory Union/School District,Lamoille South SU,Math Female,2023,0.478261
Supervisory Union/School District,Lamoille South SU,Math Male,2023,0.557692
Supervisory Union/School District,Lamoille South SU,Math Historically Marginalized,2023,0.35
Supervisory Union/School District,Lamoille South SU,Math Not Historically Marginalized,2023,0.637931
Supervisory Union/School District,Lamoille South SU,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille South SU,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Lamoille South SU,Math Migrant,2023,0
Supervisory Union/School District,Lamoille South SU,Math Not Migrant,2023,0.520408
Supervisory Union/School District,Lamoille South SU,Math Military,2023,0
Supervisory Union/School District,Lamoille South SU,Math Not Military,2023,0.520408
Supervisory Union/School District,Lamoille South SU,Math American Indian or Alaskan Native,2023,0
Supervisory Union/School District,Lamoille South SU,Math Asian,2023,0
Supervisory Union/School District,Lamoille South SU,Math Black,2023,***
Supervisory Union/School District,Lamoille South SU,Math Hispanic,2023,***
Supervisory Union/School District,Lamoille South SU,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Lamoille South SU,Math White,2023,0.542553
Supervisory Union/School District,Maple Run SD,English All Students,2023,***
Supervisory Union/School District,Maple Run SD,English No Special Ed,2023,0.603053
Supervisory Union/School District,Maple Run SD,English Special Ed,2023,***
Supervisory Union/School District,Maple Run SD,English ELL,2023,***
Supervisory Union/School District,Maple Run SD,English Not ELL,2023,***
Supervisory Union/School District,Maple Run SD,English FRL,2023,***
Supervisory Union/School District,Maple Run SD,English Not FRL,2023,0.65625
Supervisory Union/School District,Maple Run SD,English Foster,2023,***
Supervisory Union/School District,Maple Run SD,English Not Foster,2023,***
Supervisory Union/School District,Maple Run SD,English Female,2023,0.488636
Supervisory Union/School District,Maple Run SD,English Male,2023,***
Supervisory Union/School District,Maple Run SD,English Historically Marginalized,2023,***
Supervisory Union/School District,Maple Run SD,English Not Historically Marginalized,2023,0.686747
Supervisory Union/School District,Maple Run SD,English McKinney Vento Eligible,2023,***
Supervisory Union/School District,Maple Run SD,English Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Maple Run SD,English Migrant,2023,***
Supervisory Union/School District,Maple Run SD,English Not Migrant,2023,***
Supervisory Union/School District,Maple Run SD,English Military,2023,0
Supervisory Union/School District,Maple Run SD,English Not Military,2023,***
Supervisory Union/School District,Maple Run SD,English American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Maple Run SD,English Asian,2023,***
Supervisory Union/School District,Maple Run SD,English Black,2023,***
Supervisory Union/School District,Maple Run SD,English Hispanic,2023,***
Supervisory Union/School District,Maple Run SD,English Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Maple Run SD,English White,2023,0.50641
Supervisory Union/School District,Maple Run SD,Math All Students,2023,***
Supervisory Union/School District,Maple Run SD,Math No Special Ed,2023,0.282443
Supervisory Union/School District,Maple Run SD,Math Special Ed,2023,***
Supervisory Union/School District,Maple Run SD,Math ELL,2023,***
Supervisory Union/School District,Maple Run SD,Math Not ELL,2023,***
Supervisory Union/School District,Maple Run SD,Math FRL,2023,***
Supervisory Union/School District,Maple Run SD,Math Not FRL,2023,***
Supervisory Union/School District,Maple Run SD,Math Foster,2023,***
Supervisory Union/School District,Maple Run SD,Math Not Foster,2023,***
Supervisory Union/School District,Maple Run SD,Math Female,2023,0.170455
Supervisory Union/School District,Maple Run SD,Math Male,2023,***
Supervisory Union/School District,Maple Run SD,Math Historically Marginalized,2023,***
Supervisory Union/School District,Maple Run SD,Math Not Historically Marginalized,2023,0.313253
Supervisory Union/School District,Maple Run SD,Math McKinney Vento Eligible,2023,***
Supervisory Union/School District,Maple Run SD,Math Not McKinney Vento Eligible,2023,***
Supervisory Union/School District,Maple Run SD,Math Migrant,2023,***
Supervisory Union/School District,Maple Run SD,Math Not Migrant,2023,***
Supervisory Union/School District,Maple Run SD,Math Military,2023,0
Supervisory Union/School District,Maple Run SD,Math Not Military,2023,***
Supervisory Union/School District,Maple Run SD,Math American Indian or Alaskan Native,2023,***
Supervisory Union/School District,Maple Run SD,Math Asian,2023,***
Supervisory Union/School District,Maple Run SD,Math Black,2023,***
Supervisory Union/School District,Maple Run SD,Math Hispanic,2023,***
Supervisory Union/School District,Maple Run SD,Math Native Hawaiian or Pacific Islander,2023,***
Supervisory Union/School District,Maple Run SD,Math White,2023,0.224359
Supervisory Union/School District,Mill River Unified Union SD,English All Students,2023,0.321429
Supervisory Union/School District,Mill River Unified Union SD,English No Special Ed,2023,0.404762
Supervisory Union/School District,Mill River Unified Union SD,English Special Ed,2023,0.071429
Supervisory Union/School District,Mill River Unified Union SD,English ELL,2023,0
Supervisory Union/School District,Mill River Unified Union SD,English Not ELL,2023,0.321429
Supervisory Union/School District,Mill River Unified Union SD,English FRL,2023,0.16129
Supervisory Union/School District,Mill River Unified Union SD,English Not FRL,2023,0.52
Supervisory Union/School District,Mill River Unified Union SD,English Foster,2023,0
Supervisory Union/School District,Mill River Unified Union SD,English Not Foster,2023,0.321429
Supervisory Union/School District,Mill River Unified Union SD,English Female,2023,0.5
Supervisory Union/School District,Mill River Unified Union SD,English Male,2023,0.1875
Supervisory Union/School District,Mill River Unified Union SD,English Historically Marginalized,2023,0.166667
Supervisory Union/School District,Mill River Unified Union SD,English Not Historically Marginalized,2023,0.6
Supervisory Union/School District,Mill River Unified Union SD,English McKinney Vento Eligible,2023,0
Supervisory Union/School District,Mill River Unified Union SD,English Not McKinney Vento Eligible,2023,0.321429
Supervisory Union/School District,Mill River Unified Union SD,English Migrant,2023,0
