geo type,geography,year,category,value
AHSD,Morrisville District,2022-12,Qualified Immigrant,*
AHSD,Morrisville District,2022-12,US Citizen,262
AHSD,Morrisville District,2022-12,Unreported,*
AHSD,Newport District,2022-12,None of the above,0
AHSD,Newport District,2022-12,Qualified Immigrant,0
AHSD,Newport District,2022-12,US Citizen,279
AHSD,Newport District,2022-12,Unreported,121
AHSD,Rutland District,2022-12,None of the above,0
AHSD,Rutland District,2022-12,Qualified Immigrant,0
AHSD,Rutland District,2022-12,US Citizen,690
AHSD,Rutland District,2022-12,Unreported,161
AHSD,Springfield District,2022-12,None of the above,0
AHSD,Springfield District,2022-12,Qualified Immigrant,0
AHSD,Springfield District,2022-12,US Citizen,313
AHSD,Springfield District,2022-12,Unreported,119
AHSD,St. Albans District,2022-12,None of the above,*
AHSD,St. Albans District,2022-12,Qualified Immigrant,0
AHSD,St. Albans District,2022-12,US Citizen,469
AHSD,St. Albans District,2022-12,Unreported,*
AHSD,St. Johnsbury District,2022-12,None of the above,0
AHSD,St. Johnsbury District,2022-12,Qualified Immigrant,0
AHSD,St. Johnsbury District,2022-12,US Citizen,511
AHSD,St. Johnsbury District,2022-12,Unreported,156
AHSD,Barre District,2022-11,None of the above,0
AHSD,Barre District,2022-11,Qualified Immigrant,*
AHSD,Barre District,2022-11,US Citizen,267
AHSD,Barre District,2022-11,Unreported,*
AHSD,Bennington District,2022-11,None of the above,0
AHSD,Bennington District,2022-11,Qualified Immigrant,*
AHSD,Bennington District,2022-11,US Citizen,399
AHSD,Bennington District,2022-11,Unreported,*
AHSD,Brattleboro District,2022-11,None of the above,*
AHSD,Brattleboro District,2022-11,Qualified Immigrant,*
AHSD,Brattleboro District,2022-11,US Citizen,252
AHSD,Brattleboro District,2022-11,Unreported,73
AHSD,Burlington District,2022-11,None of the above,0
AHSD,Burlington District,2022-11,Qualified Immigrant,20
AHSD,Burlington District,2022-11,US Citizen,889
AHSD,Burlington District,2022-11,Unreported,487
AHSD,Hartford District,2022-11,None of the above,0
AHSD,Hartford District,2022-11,Qualified Immigrant,*
