geo type,geography,year,category,value
AHSD,Middlebury District,2023-01,Unknown,0
AHSD,Middlebury District,2023-01,Unreported,55
AHSD,Morrisville District,2023-01,Hispanic,*
AHSD,Morrisville District,2023-01,Native American,0
AHSD,Morrisville District,2023-01,Non Hispanic,364
AHSD,Morrisville District,2023-01,Unknown,*
AHSD,Morrisville District,2023-01,Unreported,*
AHSD,Newport District,2023-01,Hispanic,*
AHSD,Newport District,2023-01,Native American,0
AHSD,Newport District,2023-01,Non Hispanic,376
AHSD,Newport District,2023-01,Unknown,*
AHSD,Newport District,2023-01,Unreported,31
AHSD,Rutland District,2023-01,Hispanic,*
AHSD,Rutland District,2023-01,Native American,0
AHSD,Rutland District,2023-01,Non Hispanic,785
AHSD,Rutland District,2023-01,Unknown,*
AHSD,Rutland District,2023-01,Unreported,35
AHSD,Springfield District,2023-01,Hispanic,25
AHSD,Springfield District,2023-01,Native American,0
AHSD,Springfield District,2023-01,Non Hispanic,392
AHSD,Springfield District,2023-01,Unknown,*
AHSD,Springfield District,2023-01,Unreported,*
AHSD,St. Albans District,2023-01,Hispanic,*
AHSD,St. Albans District,2023-01,Native American,0
AHSD,St. Albans District,2023-01,Non Hispanic,533
AHSD,St. Albans District,2023-01,Unknown,*
AHSD,St. Albans District,2023-01,Unreported,58
AHSD,St. Johnsbury District,2023-01,Hispanic,*
AHSD,St. Johnsbury District,2023-01,Native American,0
AHSD,St. Johnsbury District,2023-01,Non Hispanic,608
AHSD,St. Johnsbury District,2023-01,Unknown,*
AHSD,St. Johnsbury District,2023-01,Unreported,56
AHSD,Barre District,2022-12,Hispanic,*
AHSD,Barre District,2022-12,Native American,0
AHSD,Barre District,2022-12,Non Hispanic,365
AHSD,Barre District,2022-12,Unknown,*
AHSD,Barre District,2022-12,Unreported,13
AHSD,Bennington District,2022-12,Hispanic,*
AHSD,Bennington District,2022-12,Native American,0
AHSD,Bennington District,2022-12,Non Hispanic,497
AHSD,Bennington District,2022-12,Unknown,*
AHSD,Bennington District,2022-12,Unreported,54
AHSD,Brattleboro District,2022-12,Hispanic,*
AHSD,Brattleboro District,2022-12,Native American,0
AHSD,Brattleboro District,2022-12,Non Hispanic,232
AHSD,Brattleboro District,2022-12,Unknown,*
AHSD,Brattleboro District,2022-12,Unreported,67
AHSD,Burlington District,2022-12,Hispanic,*
AHSD,Burlington District,2022-12,Native American,0
AHSD,Burlington District,2022-12,Non Hispanic,1236
AHSD,Burlington District,2022-12,Unknown,*
AHSD,Burlington District,2022-12,Unreported,119
AHSD,Hartford District,2022-12,Hispanic,*
AHSD,Hartford District,2022-12,Native American,0
AHSD,Hartford District,2022-12,Non Hispanic,259
AHSD,Hartford District,2022-12,Unknown,0
AHSD,Hartford District,2022-12,Unreported,*
AHSD,Middlebury District,2022-12,Hispanic,10
AHSD,Middlebury District,2022-12,Native American,0
AHSD,Middlebury District,2022-12,Non Hispanic,328
AHSD,Middlebury District,2022-12,Unknown,0
AHSD,Middlebury District,2022-12,Unreported,52
AHSD,Morrisville District,2022-12,Hispanic,*
AHSD,Morrisville District,2022-12,Native American,0
AHSD,Morrisville District,2022-12,Non Hispanic,368
AHSD,Morrisville District,2022-12,Unknown,*
AHSD,Morrisville District,2022-12,Unreported,10
AHSD,Newport District,2022-12,Hispanic,*
AHSD,Newport District,2022-12,Native American,0
AHSD,Newport District,2022-12,Non Hispanic,370
AHSD,Newport District,2022-12,Unknown,*
AHSD,Newport District,2022-12,Unreported,24
AHSD,Rutland District,2022-12,Hispanic,*
AHSD,Rutland District,2022-12,Native American,0
AHSD,Rutland District,2022-12,Non Hispanic,791
AHSD,Rutland District,2022-12,Unknown,*
AHSD,Rutland District,2022-12,Unreported,27
AHSD,Springfield District,2022-12,Hispanic,22
AHSD,Springfield District,2022-12,Native American,0
AHSD,Springfield District,2022-12,Non Hispanic,391
AHSD,Springfield District,2022-12,Unknown,*
AHSD,Springfield District,2022-12,Unreported,*
AHSD,St. Albans District,2022-12,Hispanic,*
AHSD,St. Albans District,2022-12,Native American,0
AHSD,St. Albans District,2022-12,Non Hispanic,548
AHSD,St. Albans District,2022-12,Unknown,*
AHSD,St. Albans District,2022-12,Unreported,58
AHSD,St. Johnsbury District,2022-12,Hispanic,*
AHSD,St. Johnsbury District,2022-12,Native American,0
AHSD,St. Johnsbury District,2022-12,Non Hispanic,592
AHSD,St. Johnsbury District,2022-12,Unknown,*
AHSD,St. Johnsbury District,2022-12,Unreported,55
AHSD,Barre District,2022-11,Hispanic,*
AHSD,Barre District,2022-11,Native American,0
AHSD,Barre District,2022-11,Non Hispanic,364
AHSD,Barre District,2022-11,Unknown,*
AHSD,Barre District,2022-11,Unreported,14
AHSD,Bennington District,2022-11,Hispanic,*
AHSD,Bennington District,2022-11,Native American,0
AHSD,Bennington District,2022-11,Non Hispanic,498
AHSD,Bennington District,2022-11,Unknown,*
AHSD,Bennington District,2022-11,Unreported,51
AHSD,Brattleboro District,2022-11,Hispanic,*
AHSD,Brattleboro District,2022-11,Native American,0
AHSD,Brattleboro District,2022-11,Non Hispanic,232
AHSD,Brattleboro District,2022-11,Unknown,*
AHSD,Brattleboro District,2022-11,Unreported,62
AHSD,Burlington District,2022-11,Hispanic,*
AHSD,Burlington District,2022-11,Native American,0
AHSD,Burlington District,2022-11,Non Hispanic,1238
AHSD,Burlington District,2022-11,Unknown,*
AHSD,Burlington District,2022-11,Unreported,115
AHSD,Hartford District,2022-11,Hispanic,*
AHSD,Hartford District,2022-11,Native American,0
AHSD,Hartford District,2022-11,Non Hispanic,262
AHSD,Hartford District,2022-11,Unknown,0
AHSD,Hartford District,2022-11,Unreported,*
AHSD,Middlebury District,2022-11,Hispanic,10
AHSD,Middlebury District,2022-11,Native American,0
AHSD,Middlebury District,2022-11,Non Hispanic,335
AHSD,Middlebury District,2022-11,Unknown,0
AHSD,Middlebury District,2022-11,Unreported,48
AHSD,Morrisville District,2022-11,Hispanic,*
AHSD,Morrisville District,2022-11,Native American,0
AHSD,Morrisville District,2022-11,Non Hispanic,370
AHSD,Morrisville District,2022-11,Unknown,*
AHSD,Morrisville District,2022-11,Unreported,10
AHSD,Newport District,2022-11,Hispanic,*
AHSD,Newport District,2022-11,Native American,0
AHSD,Newport District,2022-11,Non Hispanic,367
AHSD,Newport District,2022-11,Unknown,*
AHSD,Newport District,2022-11,Unreported,20
AHSD,Rutland District,2022-11,Hispanic,*
